train/n02099267/n02099267_6915.JPEG,-1
train/n02098105/n02098105_4234.JPEG,-1
train/n02099849/n02099849_3779.JPEG,-1
train/n02092002/n02092002_6609.JPEG,16
train/n02092339/n02092339_6202.JPEG,17
train/n02097209/n02097209_7532.JPEG,-1
train/n02092339/n02092339_381.JPEG,17
train/n02093991/n02093991_3855.JPEG,23
train/n02088238/n02088238_5557.JPEG,2
train/n02101556/n02101556_2894.JPEG,-1
train/n02092002/n02092002_9524.JPEG,16
train/n02099267/n02099267_6011.JPEG,-1
train/n02100877/n02100877_27436.JPEG,-1
train/n02101556/n02101556_15894.JPEG,-1
train/n02102177/n02102177_912.JPEG,-1
train/n02092002/n02092002_15650.JPEG,16
train/n02098105/n02098105_4379.JPEG,-1
train/n02092002/n02092002_12994.JPEG,16
train/n02092339/n02092339_1382.JPEG,17
train/n02097298/n02097298_6400.JPEG,-1
train/n02100236/n02100236_3460.JPEG,-1
train/n02100236/n02100236_1273.JPEG,-1
train/n02102480/n02102480_2670.JPEG,-1
train/n02096585/n02096585_1064.JPEG,-1
train/n02090622/n02090622_2754.JPEG,10
train/n02099429/n02099429_3696.JPEG,-1
train/n02093859/n02093859_4106.JPEG,22
train/n02095570/n02095570_2995.JPEG,28
train/n02100735/n02100735_16.JPEG,-1
train/n02092339/n02092339_7456.JPEG,17
train/n02091635/n02091635_2344.JPEG,14
train/n02102177/n02102177_2667.JPEG,-1
train/n02099849/n02099849_4016.JPEG,-1
train/n02088094/n02088094_7622.JPEG,1
train/n02087394/n02087394_9704.JPEG,0
train/n02102318/n02102318_10753.JPEG,-1
train/n02091831/n02091831_6348.JPEG,15
train/n02102318/n02102318_9364.JPEG,-1
train/n02102973/n02102973_6683.JPEG,-1
train/n02088632/n02088632_9999.JPEG,5
train/n02090721/n02090721_1330.JPEG,11
train/n02102040/n02102040_1105.JPEG,-1
train/n02099712/n02099712_4885.JPEG,-1
train/n02089973/n02089973_663.JPEG,8
train/n02102480/n02102480_10285.JPEG,-1
train/n02092339/n02092339_4164.JPEG,17
train/n02092002/n02092002_6114.JPEG,16
train/n02101006/n02101006_627.JPEG,-1
train/n02102040/n02102040_7011.JPEG,-1
train/n02093428/n02093428_18067.JPEG,19
train/n02093647/n02093647_6943.JPEG,20
train/n02096051/n02096051_6364.JPEG,-1
train/n02093991/n02093991_9495.JPEG,23
train/n02088364/n02088364_871.JPEG,3
train/n02088466/n02088466_293.JPEG,4
train/n02098105/n02098105_8675.JPEG,-1
train/n02100735/n02100735_1575.JPEG,-1
train/n02096051/n02096051_8894.JPEG,-1
train/n02096177/n02096177_2450.JPEG,-1
train/n02093647/n02093647_4714.JPEG,20
train/n02102973/n02102973_3214.JPEG,-1
train/n02102177/n02102177_9140.JPEG,-1
train/n02099712/n02099712_1866.JPEG,-1
train/n02093647/n02093647_3429.JPEG,20
train/n02089973/n02089973_11045.JPEG,8
train/n02097130/n02097130_10203.JPEG,-1
train/n02093256/n02093256_3084.JPEG,18
train/n02090379/n02090379_513.JPEG,9
train/n02097474/n02097474_7227.JPEG,-1
train/n02093647/n02093647_4282.JPEG,20
train/n02093256/n02093256_9885.JPEG,18
train/n02094258/n02094258_5486.JPEG,25
train/n02093754/n02093754_4192.JPEG,21
train/n02096177/n02096177_11053.JPEG,-1
train/n02090721/n02090721_6624.JPEG,11
train/n02097298/n02097298_8703.JPEG,-1
train/n02102040/n02102040_3212.JPEG,-1
train/n02102480/n02102480_4314.JPEG,-1
train/n02094114/n02094114_278.JPEG,24
train/n02100877/n02100877_11134.JPEG,-1
train/n02088466/n02088466_11832.JPEG,4
train/n02094258/n02094258_1768.JPEG,25
train/n02097209/n02097209_3198.JPEG,-1
train/n02097658/n02097658_5562.JPEG,-1
train/n02093754/n02093754_5254.JPEG,21
train/n02102973/n02102973_6296.JPEG,-1
train/n02097658/n02097658_1690.JPEG,-1
train/n02096177/n02096177_9201.JPEG,-1
train/n02102040/n02102040_1855.JPEG,-1
train/n02102318/n02102318_11046.JPEG,-1
train/n02099601/n02099601_7614.JPEG,-1
train/n02102177/n02102177_8369.JPEG,-1
train/n02098286/n02098286_1423.JPEG,-1
train/n02099267/n02099267_13849.JPEG,-1
train/n02091467/n02091467_3747.JPEG,13
train/n02097298/n02097298_10504.JPEG,-1
train/n02098286/n02098286_4113.JPEG,-1
train/n02088094/n02088094_6672.JPEG,1
train/n02098286/n02098286_6340.JPEG,-1
train/n02088238/n02088238_5029.JPEG,2
